locusId	sysName	type	scaffoldId	begin	end	strand	name	desc	GC	nTA	used
HNEAP_RS06805	HNEAP_RS06805	1	NC_013422.1	1468270	1469511	+	NA	hypothetical protein	0.5588	23	TRUE
HNEAP_RS06810	HNEAP_RS06810	1	NC_013422.1	1469513	1470373	+	NA	iron ABC transporter ATP-binding protein	0.5412	15	TRUE
HNEAP_RS06815	HNEAP_RS06815	1	NC_013422.1	1470373	1471377	+	NA	MCE family protein	0.5005	26	TRUE
HNEAP_RS06820	HNEAP_RS06820	1	NC_013422.1	1471403	1472059	+	NA	hypothetical protein	0.5266	11	TRUE
HNEAP_RS06825	HNEAP_RS06825	1	NC_013422.1	1472317	1473726	+	NA	RNA helicase	0.6035	19	TRUE
HNEAP_RS06830	HNEAP_RS06830	1	NC_013422.1	1473952	1476351	-	NA	phosphoenolpyruvate synthase	0.5654	45	TRUE
HNEAP_RS06835	HNEAP_RS06835	1	NC_013422.1	1476675	1477490	+	NA	septum site-determining protein MinD	0.5343	11	TRUE
HNEAP_RS06840	HNEAP_RS06840	1	NC_013422.1	1477493	1477759	+	NA	cell division topological specificity factor MinE	0.5019	7	FALSE
HNEAP_RS06845	HNEAP_RS06845	1	NC_013422.1	1477905	1478453	+	NA	hypothetical protein	0.5811	8	FALSE
HNEAP_RS06850	HNEAP_RS06850	1	NC_013422.1	1478456	1478929	+	NA	hypothetical protein	0.5527	10	TRUE
HNEAP_RS06855	HNEAP_RS06855	1	NC_013422.1	1478933	1479355	+	NA	RNA-binding S4 domain-containing protein	0.5508	9	TRUE
HNEAP_RS06860	HNEAP_RS06860	1	NC_013422.1	1479517	1479996	+	NA	type II 3-dehydroquinate dehydratase	0.5563	13	FALSE
HNEAP_RS06865	HNEAP_RS06865	1	NC_013422.1	1480040	1480492	+	NA	acetyl-CoA carboxylase biotin carboxyl carrier protein subunit	0.5143	6	FALSE
HNEAP_RS06870	HNEAP_RS06870	1	NC_013422.1	1480519	1481862	+	NA	acetyl-CoA carboxylase biotin carboxylase subunit	0.5476	27	FALSE
HNEAP_RS06875	HNEAP_RS06875	1	NC_013422.1	1481862	1482773	+	NA	50S ribosomal protein L11 methyltransferase	0.5537	13	TRUE
HNEAP_RS06880	HNEAP_RS06880	1	NC_013422.1	1482893	1483612	+	NA	cupin	0.5306	16	TRUE
HNEAP_RS06885	HNEAP_RS06885	1	NC_013422.1	1483635	1484243	+	NA	nitroreductase family protein	0.5271	11	TRUE
HNEAP_RS06890	HNEAP_RS06890	1	NC_013422.1	1484312	1485316	+	NA	NAD(P)-dependent alcohol dehydrogenase	0.5463	23	TRUE
HNEAP_RS06895	HNEAP_RS06895	1	NC_013422.1	1485437	1485658	+	NA	hypothetical protein	0.6126	4	TRUE
HNEAP_RS06900	HNEAP_RS06900	1	NC_013422.1	1485655	1488513	-	NA	valine--tRNA ligase	0.5614	55	FALSE
HNEAP_RS06905	HNEAP_RS06905	1	NC_013422.1	1488562	1489005	-	NA	DNA polymerase III subunit chi	0.5473	7	TRUE
HNEAP_RS06910	HNEAP_RS06910	1	NC_013422.1	1489139	1490101	+	NA	lysylphosphatidylglycerol synthetase family protein	0.5618	31	FALSE
HNEAP_RS06915	HNEAP_RS06915	1	NC_013422.1	1490157	1490465	+	NA	antibiotic biosynthesis monooxygenase	0.5307	8	TRUE
HNEAP_RS06920	HNEAP_RS06920	1	NC_013422.1	1490562	1491014	-	NA	50S ribosomal protein L9	0.5011	10	TRUE
HNEAP_RS06925	HNEAP_RS06925	1	NC_013422.1	1491042	1491266	-	NA	30S ribosomal protein S18	0.52	5	FALSE
HNEAP_RS06930	HNEAP_RS06930	1	NC_013422.1	1491297	1491725	-	NA	30S ribosomal protein S6	0.5524	6	FALSE
HNEAP_RS06935	HNEAP_RS06935	1	NC_013422.1	1491950	1492342	-	NA	holo-ACP synthase	0.5496	9	FALSE
HNEAP_RS06940	HNEAP_RS06940	1	NC_013422.1	1492351	1493103	-	NA	pyridoxine 5'-phosphate synthase	0.5618	11	FALSE
HNEAP_RS06945	HNEAP_RS06945	1	NC_013422.1	1493183	1493908	-	NA	DNA repair protein RecO	0.5675	13	TRUE
HNEAP_RS06950	HNEAP_RS06950	1	NC_013422.1	1493936	1494862	-	NA	GTPase Era	0.5394	12	FALSE
HNEAP_RS06955	HNEAP_RS06955	1	NC_013422.1	1494863	1495594	-	NA	ribonuclease III	0.5587	9	TRUE
HNEAP_RS06960	HNEAP_RS06960	1	NC_013422.1	1495581	1495961	-	NA	DUF4845 domain-containing protein	0.4541	13	TRUE
HNEAP_RS06965	HNEAP_RS06965	1	NC_013422.1	1496002	1496802	-	NA	signal peptidase I	0.4906	31	FALSE
HNEAP_RS06970	HNEAP_RS06970	1	NC_013422.1	1496873	1498681	-	NA	elongation factor 4	0.5274	45	TRUE
HNEAP_RS06975	HNEAP_RS06975	1	NC_013422.1	1498865	1500346	-	NA	protease Do	0.554	24	TRUE
HNEAP_RS06980	HNEAP_RS06980	1	NC_013422.1	1500343	1501656	-	NA	homoserine dehydrogenase	0.5647	27	FALSE
HNEAP_RS06985	HNEAP_RS06985	1	NC_013422.1	1501689	1502915	-	NA	alanine transaminase	0.5542	30	FALSE
HNEAP_RS06990	HNEAP_RS06990	1	NC_013422.1	1503142	1504329	-	NA	threonine synthase	0.5614	16	FALSE
HNEAP_RS06995	HNEAP_RS06995	1	NC_013422.1	1504460	1505227	-	NA	5'-methylthioadenosine phosphorylase	0.569	18	TRUE
HNEAP_RS07000	HNEAP_RS07000	1	NC_013422.1	1505231	1505818	-	NA	hypoxanthine-guanine phosphoribosyltransferase	0.5714	6	TRUE
HNEAP_RS07005	HNEAP_RS07005	1	NC_013422.1	1505825	1506913	-	NA	beta-N-acetylhexosaminidase	0.5813	15	TRUE
HNEAP_RS07010	HNEAP_RS07010	1	NC_013422.1	1507260	1508012	-	NA	dienelactone hydrolase family protein	0.5671	11	TRUE
HNEAP_RS07015	HNEAP_RS07015	1	NC_013422.1	1508242	1508451	-	NA	hypothetical protein	0.5286	3	TRUE
HNEAP_RS07020	HNEAP_RS07020	1	NC_013422.1	1508769	1509065	-	NA	DUF1840 domain-containing protein	0.5455	7	TRUE
HNEAP_RS07025	HNEAP_RS07025	1	NC_013422.1	1509151	1511634	-	NA	plasma-membrane proton-efflux P-type ATPase	0.5568	39	TRUE
HNEAP_RS07030	HNEAP_RS07030	1	NC_013422.1	1511876	1512670	-	NA	hypothetical protein	0.5824	7	TRUE
HNEAP_RS07035	HNEAP_RS07035	1	NC_013422.1	1512690	1513955	-	NA	hypothetical protein	0.5687	20	FALSE
HNEAP_RS07040	HNEAP_RS07040	1	NC_013422.1	1514034	1514414	+	NA	ModE family transcriptional regulator	0.5669	7	TRUE
HNEAP_RS07045	HNEAP_RS07045	1	NC_013422.1	1514634	1515293	+	NA	DUF455 domain-containing protein	0.6	15	TRUE
HNEAP_RS07050	HNEAP_RS07050	1	NC_013422.1	1515438	1518029	+	NA	hypothetical protein	0.5779	47	TRUE
HNEAP_RS07055	HNEAP_RS07055	5	NC_013422.1	1518125	1518200	+	NA	tRNA-Thr	0.5526	4	TRUE
HNEAP_RS12260	HNEAP_RS12260	1	NC_013422.1	1518467	1519006	-	NA	DUF2237 domain-containing protein	0.5704	10	TRUE
HNEAP_RS07065	HNEAP_RS07065	1	NC_013422.1	1518999	1519553	-	NA	glutathione peroxidase	0.5423	12	TRUE
HNEAP_RS07070	HNEAP_RS07070	1	NC_013422.1	1519717	1521162	-	NA	DNA polymerase III subunit epsilon	0.5906	20	TRUE
HNEAP_RS07075	HNEAP_RS07075	1	NC_013422.1	1521159	1522502	-	NA	DASH family cryptochrome	0.5908	29	TRUE
HNEAP_RS07080	HNEAP_RS07080	1	NC_013422.1	1522511	1523053	-	NA	NADH:ubiquinone oxidoreductase complex I intermediate-associated protein 30	0.5764	13	TRUE
HNEAP_RS07085	HNEAP_RS07085	1	NC_013422.1	1523058	1523876	-	NA	MipA/OmpV family protein	0.5726	26	TRUE
HNEAP_RS07090	HNEAP_RS07090	1	NC_013422.1	1524364	1525527	+	NA	efflux RND transporter periplasmic adaptor subunit	0.5662	17	TRUE
HNEAP_RS07095	HNEAP_RS07095	1	NC_013422.1	1525575	1528736	+	NA	multidrug efflux RND transporter permease subunit	0.5746	49	TRUE
HNEAP_RS07100	HNEAP_RS07100	1	NC_013422.1	1528808	1529176	+	NA	hypothetical protein	0.5664	7	TRUE
HNEAP_RS07105	HNEAP_RS07105	1	NC_013422.1	1529177	1529797	-	NA	DNA-3-methyladenine glycosylase I	0.5089	10	TRUE
HNEAP_RS07110	HNEAP_RS07110	1	NC_013422.1	1530755	1531375	+	NA	hypothetical protein	0.6216	3	FALSE
HNEAP_RS07115	HNEAP_RS07115	1	NC_013422.1	1531368	1532384	+	NA	nucleotidyl transferase AbiEii/AbiGii toxin family protein	0.5831	16	TRUE
HNEAP_RS07120	HNEAP_RS07120	1	NC_013422.1	1532365	1533294	+	NA	peptidase U49	0.5548	15	TRUE
HNEAP_RS07125	HNEAP_RS07125	1	NC_013422.1	1533322	1533759	-	NA	hypothetical protein	0.6324	4	TRUE
HNEAP_RS07130	HNEAP_RS07130	1	NC_013422.1	1533756	1534802	-	NA	recombinase	0.6237	13	TRUE
HNEAP_RS07135	HNEAP_RS07135	1	NC_013422.1	1535393	1535587	-	NA	hypothetical protein	0.5077	3	TRUE
HNEAP_RS07140	HNEAP_RS07140	1	NC_013422.1	1535887	1536321	-	NA	group 1 truncated hemoglobin	0.5218	8	TRUE
HNEAP_RS07145	HNEAP_RS07145	1	NC_013422.1	1536351	1537253	-	NA	DUF3034 domain-containing protein	0.5626	20	TRUE
HNEAP_RS07150	HNEAP_RS07150	1	NC_013422.1	1537515	1538450	-	NA	response regulator receiver protein	0.563	13	TRUE
HNEAP_RS07155	HNEAP_RS07155	1	NC_013422.1	1538513	1539886	-	NA	histidine kinase	0.5502	24	TRUE
HNEAP_RS07160	HNEAP_RS07160	1	NC_013422.1	1540172	1542694	-	NA	DNA internalization-related competence protein ComEC/Rec2	0.5731	54	TRUE
HNEAP_RS07165	HNEAP_RS07165	1	NC_013422.1	1542752	1543555	-	NA	chemotaxis protein CheR	0.5149	16	TRUE
HNEAP_RS07170	HNEAP_RS07170	1	NC_013422.1	1543558	1544499	-	NA	chemotaxis protein CheV	0.5446	17	TRUE
HNEAP_RS07175	HNEAP_RS07175	1	NC_013422.1	1544893	1546104	+	NA	serine/threonine phosphatase	0.5355	24	TRUE
HNEAP_RS07180	HNEAP_RS07180	1	NC_013422.1	1546176	1546736	+	NA	hypothetical protein	0.5526	11	TRUE
HNEAP_RS07185	HNEAP_RS07185	1	NC_013422.1	1546763	1547146	+	NA	DUF1987 domain-containing protein	0.5052	11	TRUE
HNEAP_RS07190	HNEAP_RS07190	1	NC_013422.1	1547143	1547886	+	NA	GGDEF domain-containing protein	0.5323	17	TRUE
HNEAP_RS07195	HNEAP_RS07195	1	NC_013422.1	1548233	1549225	+	NA	phospholipase A(2)	0.5086	27	TRUE
HNEAP_RS07200	HNEAP_RS07200	1	NC_013422.1	1549590	1551134	+	NA	RND transporter	0.5456	35	TRUE
HNEAP_RS07205	HNEAP_RS07205	1	NC_013422.1	1551131	1552273	+	NA	MexH family multidrug efflux RND transporter periplasmic adaptor subunit	0.5442	20	TRUE
GFF1439		7	NC_013422.1	1552270	1555381	+	NA	multidrug efflux protein	0.5437	67	TRUE
HNEAP_RS07215	HNEAP_RS07215	1	NC_013422.1	1555719	1557104	-	NA	class II fumarate hydratase	0.5325	30	FALSE
HNEAP_RS07220	HNEAP_RS07220	1	NC_013422.1	1557127	1557894	-	NA	acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase	0.5378	17	FALSE
HNEAP_RS07225	HNEAP_RS07225	1	NC_013422.1	1557891	1558331	-	NA	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ	0.4853	9	FALSE
HNEAP_RS07230	HNEAP_RS07230	1	NC_013422.1	1558349	1559416	-	NA	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase	0.5599	19	FALSE
HNEAP_RS07235	HNEAP_RS07235	1	NC_013422.1	1559455	1559973	-	NA	molecular chaperone Skp	0.501	13	FALSE
HNEAP_RS07240	HNEAP_RS07240	1	NC_013422.1	1560072	1562474	-	NA	outer membrane protein assembly factor BamA	0.506	71	FALSE
HNEAP_RS07245	HNEAP_RS07245	1	NC_013422.1	1562471	1562749	-	NA	hypothetical protein	0.5448	6	TRUE
HNEAP_RS07250	HNEAP_RS07250	1	NC_013422.1	1562895	1564304	-	NA	RIP metalloprotease RseP	0.5582	23	TRUE
HNEAP_RS07255	HNEAP_RS07255	1	NC_013422.1	1564359	1565564	-	NA	1-deoxy-D-xylulose-5-phosphate reductoisomerase	0.5705	13	FALSE
HNEAP_RS07260	HNEAP_RS07260	1	NC_013422.1	1565583	1566437	-	NA	phosphatidate cytidylyltransferase	0.5754	17	FALSE
HNEAP_RS07265	HNEAP_RS07265	1	NC_013422.1	1566434	1567201	-	NA	di-trans poly-cis-decaprenylcistransferase	0.5508	18	FALSE
HNEAP_RS07270	HNEAP_RS07270	1	NC_013422.1	1567208	1567765	-	NA	ribosome-recycling factor	0.4946	8	FALSE
HNEAP_RS07275	HNEAP_RS07275	1	NC_013422.1	1567762	1568502	-	NA	UMP kinase	0.5358	14	FALSE
HNEAP_RS07280	HNEAP_RS07280	1	NC_013422.1	1568742	1569620	-	NA	elongation factor Ts	0.5631	20	FALSE
HNEAP_RS07285	HNEAP_RS07285	1	NC_013422.1	1569743	1570477	-	NA	30S ribosomal protein S2	0.5279	22	FALSE
HNEAP_RS07290	HNEAP_RS07290	1	NC_013422.1	1570794	1571594	-	NA	segregation/condensation protein A	0.5805	10	TRUE
HNEAP_RS07295	HNEAP_RS07295	1	NC_013422.1	1571613	1572269	-	NA	site-2 protease family protein	0.5677	11	TRUE
HNEAP_RS07300	HNEAP_RS07300	1	NC_013422.1	1572272	1572898	-	NA	threonylcarbamoyl-AMP synthase	0.5407	16	TRUE
HNEAP_RS07305	HNEAP_RS07305	1	NC_013422.1	1573046	1573621	+	NA	septation protein A	0.4896	18	FALSE
HNEAP_RS07310	HNEAP_RS07310	1	NC_013422.1	1573664	1573993	+	NA	hypothetical protein	0.5364	9	TRUE
HNEAP_RS07315	HNEAP_RS07315	1	NC_013422.1	1573911	1575002	+	NA	hypothetical protein	0.5018	20	TRUE
HNEAP_RS07320	HNEAP_RS07320	1	NC_013422.1	1575176	1575778	+	NA	hypothetical protein	0.5257	17	TRUE
HNEAP_RS07325	HNEAP_RS07325	1	NC_013422.1	1575868	1577085	-	NA	diguanylate phosphodiesterase	0.5066	30	TRUE
HNEAP_RS07330	HNEAP_RS07330	1	NC_013422.1	1577267	1579363	-	NA	polyribonucleotide nucleotidyltransferase	0.5646	35	TRUE
HNEAP_RS07335	HNEAP_RS07335	1	NC_013422.1	1579649	1579918	-	NA	30S ribosomal protein S15	0.5222	6	FALSE
HNEAP_RS07340	HNEAP_RS07340	1	NC_013422.1	1580030	1580986	-	NA	tRNA pseudouridine(55) synthase TruB	0.5486	21	TRUE
HNEAP_RS07345	HNEAP_RS07345	1	NC_013422.1	1580983	1581402	-	NA	30S ribosome-binding factor RbfA	0.531	9	FALSE
HNEAP_RS07350	HNEAP_RS07350	1	NC_013422.1	1581468	1584161	-	NA	translation initiation factor IF-2	0.5572	55	FALSE
HNEAP_RS07355	HNEAP_RS07355	1	NC_013422.1	1584295	1585770	-	NA	transcription termination/antitermination protein NusA	0.5596	18	FALSE
HNEAP_RS07360	HNEAP_RS07360	1	NC_013422.1	1585792	1586292	-	NA	ribosome assembly cofactor RimP	0.5669	7	TRUE
HNEAP_RS07365	HNEAP_RS07365	1	NC_013422.1	1586512	1587018	-	NA	hypothetical protein	0.497	14	TRUE
HNEAP_RS07370	HNEAP_RS07370	1	NC_013422.1	1587070	1588215	-	NA	molecular chaperone DnaJ	0.575	14	TRUE
HNEAP_RS07375	HNEAP_RS07375	1	NC_013422.1	1588336	1590240	-	NA	molecular chaperone DnaK	0.547	30	TRUE
HNEAP_RS07380	HNEAP_RS07380	1	NC_013422.1	1590372	1590944	-	NA	nucleotide exchange factor GrpE	0.5201	8	FALSE
HNEAP_RS07385	HNEAP_RS07385	1	NC_013422.1	1591142	1592059	+	NA	hypothetical protein	0.5763	13	FALSE
HNEAP_RS07390	HNEAP_RS07390	1	NC_013422.1	1592068	1593732	+	NA	DNA repair protein RecN	0.5892	24	TRUE
HNEAP_RS07395	HNEAP_RS07395	1	NC_013422.1	1593788	1594741	-	NA	cytochrome c	0.5545	27	TRUE
HNEAP_RS07400	HNEAP_RS07400	1	NC_013422.1	1594738	1595418	-	NA	cytochrome c	0.5932	15	TRUE
HNEAP_RS07405	HNEAP_RS07405	1	NC_013422.1	1595731	1598643	-	NA	peptidase M16	0.5633	56	FALSE
HNEAP_RS07410	HNEAP_RS07410	1	NC_013422.1	1598935	1599555	+	NA	flavin reductase family protein	0.5137	13	TRUE
HNEAP_RS07415	HNEAP_RS07415	1	NC_013422.1	1599946	1601274	+	NA	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD	0.5696	26	TRUE
HNEAP_RS07420	HNEAP_RS07420	5	NC_013422.1	1601354	1601444	+	NA	tRNA-Ser	0.5934	4	FALSE
HNEAP_RS07425	HNEAP_RS07425	1	NC_013422.1	1601806	1602702	-	NA	lipid A biosynthesis acyltransferase	0.524	25	TRUE
HNEAP_RS07430	HNEAP_RS07430	1	NC_013422.1	1602710	1604164	-	NA	cytochrome P450	0.532	39	TRUE
HNEAP_RS07435	HNEAP_RS07435	1	NC_013422.1	1604157	1605425	-	NA	capsule polysaccharide biosynthesis protein	0.5225	35	TRUE
HNEAP_RS07440	HNEAP_RS07440	1	NC_013422.1	1605537	1606574	-	NA	NAD(P)-dependent oxidoreductase	0.5434	27	TRUE
HNEAP_RS07445	HNEAP_RS07445	1	NC_013422.1	1606592	1607842	-	NA	hypothetical protein	0.4932	40	TRUE
HNEAP_RS07450	HNEAP_RS07450	1	NC_013422.1	1607943	1609169	-	NA	polysaccharide export protein	0.5175	29	TRUE
HNEAP_RS07455	HNEAP_RS07455	1	NC_013422.1	1609350	1609904	+	NA	dTDP-4-dehydrorhamnose 3 5-epimerase	0.5207	12	FALSE
HNEAP_RS07460	HNEAP_RS07460	1	NC_013422.1	1609951	1610871	+	NA	dTDP-4-dehydrorhamnose reductase	0.5451	19	FALSE
HNEAP_RS07465	HNEAP_RS07465	1	NC_013422.1	1610888	1611955	+	NA	dTDP-glucose 4 6-dehydratase	0.5262	35	FALSE
HNEAP_RS07470	HNEAP_RS07470	1	NC_013422.1	1611984	1612355	+	NA	four helix bundle protein	0.4086	15	TRUE
HNEAP_RS07475	HNEAP_RS07475	1	NC_013422.1	1612442	1613314	+	NA	glucose-1-phosphate thymidylyltransferase	0.4926	24	TRUE
HNEAP_RS07480	HNEAP_RS07480	1	NC_013422.1	1613337	1616213	+	NA	glycosyltransferase family 2 protein	0.5002	92	TRUE
HNEAP_RS07485	HNEAP_RS07485	1	NC_013422.1	1616218	1618110	+	NA	capsular polysaccharide biosynthesis protein	0.3545	113	TRUE
HNEAP_RS07490	HNEAP_RS07490	1	NC_013422.1	1618134	1618499	+	NA	sulfate adenylyltransferase	0.5383	10	TRUE
GFF1496		7	NC_013422.1	1618549	1618814	+	NA	hypothetical protein	0.3947	12	TRUE
HNEAP_RS07500	HNEAP_RS07500	1	NC_013422.1	1618831	1619067	+	NA	DUF2442 domain-containing protein	0.4219	9	TRUE
HNEAP_RS07505	HNEAP_RS07505	1	NC_013422.1	1619366	1620268	+	NA	sulfate adenylyltransferase subunit CysD	0.546	26	FALSE
HNEAP_RS07510	HNEAP_RS07510	1	NC_013422.1	1620268	1621728	+	NA	sulfate adenylyltransferase subunit CysN	0.5332	44	TRUE
HNEAP_RS07515	HNEAP_RS07515	1	NC_013422.1	1621738	1623477	+	NA	carboxylate transporter	0.5259	47	TRUE
HNEAP_RS07520	HNEAP_RS07520	1	NC_013422.1	1623716	1624312	+	NA	adenylyl-sulfate kinase	0.5059	18	FALSE
HNEAP_RS07525	HNEAP_RS07525	1	NC_013422.1	1624673	1625476	+	NA	3'(2') 5'-bisphosphate nucleotidase	0.4988	21	TRUE
HNEAP_RS07530	HNEAP_RS07530	1	NC_013422.1	1625476	1626510	+	NA	hypothetical protein	0.5043	47	TRUE
HNEAP_RS07535	HNEAP_RS07535	1	NC_013422.1	1626879	1629080	-	NA	glycosyltransferase family 2 protein	0.505	82	TRUE
HNEAP_RS07540	HNEAP_RS07540	1	NC_013422.1	1629084	1631243	-	NA	hypothetical protein	0.4907	63	TRUE
HNEAP_RS07545	HNEAP_RS07545	1	NC_013422.1	1631266	1631940	-	NA	ABC transporter ATP-binding protein	0.4696	22	TRUE
HNEAP_RS07550	HNEAP_RS07550	1	NC_013422.1	1631937	1632725	-	NA	sugar ABC transporter permease	0.5272	25	TRUE
HNEAP_RS07555	HNEAP_RS07555	1	NC_013422.1	1632871	1634001	-	NA	hypothetical protein	0.4819	36	TRUE
HNEAP_RS07560	HNEAP_RS07560	1	NC_013422.1	1633998	1635335	-	NA	8-amino-7-oxononanoate synthase	0.5441	39	TRUE
HNEAP_RS07565	HNEAP_RS07565	1	NC_013422.1	1635332	1642855	-	NA	type I polyketide synthase	0.5738	150	TRUE
HNEAP_RS07570	HNEAP_RS07570	1	NC_013422.1	1643288	1643671	-	NA	lactoylglutathione lyase	0.5208	13	TRUE
HNEAP_RS07575	HNEAP_RS07575	1	NC_013422.1	1643884	1645074	-	NA	O-succinylhomoserine sulfhydrylase	0.5877	15	FALSE
HNEAP_RS07580	HNEAP_RS07580	1	NC_013422.1	1645084	1645443	-	NA	hypothetical protein	0.5556	8	TRUE
HNEAP_RS07585	HNEAP_RS07585	1	NC_013422.1	1645475	1646332	-	NA	bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase	0.5711	16	FALSE
HNEAP_RS07590	HNEAP_RS07590	1	NC_013422.1	1646434	1647852	+	NA	ribonuclease BN	0.5553	25	TRUE
HNEAP_RS07595	HNEAP_RS07595	1	NC_013422.1	1647839	1649185	+	NA	hypothetical protein	0.5501	22	TRUE
HNEAP_RS07600	HNEAP_RS07600	1	NC_013422.1	1649208	1650509	-	NA	replication-associated recombination protein A	0.5929	28	TRUE
HNEAP_RS07605	HNEAP_RS07605	1	NC_013422.1	1650590	1651006	-	NA	GNAT family N-acetyltransferase	0.4796	15	TRUE
HNEAP_RS12265	HNEAP_RS12265	1	NC_013422.1	1651025	1651846	-	NA	outer membrane lipoprotein carrier protein LolA	0.5341	16	TRUE
HNEAP_RS07615	HNEAP_RS07615	1	NC_013422.1	1651806	1654166	-	NA	DNA translocase FtsK	0.5735	29	FALSE
HNEAP_RS07620	HNEAP_RS07620	1	NC_013422.1	1654664	1655191	-	NA	ClpXP protease specificity-enhancing factor	0.5663	6	TRUE
HNEAP_RS07625	HNEAP_RS07625	1	NC_013422.1	1655201	1655830	-	NA	stringent starvation protein A	0.5603	11	FALSE
HNEAP_RS07630	HNEAP_RS07630	1	NC_013422.1	1655995	1656933	-	NA	ChbG/HpnK family deacetylase	0.5506	15	TRUE
HNEAP_RS07635	HNEAP_RS07635	1	NC_013422.1	1656926	1658548	+	NA	glycosyl transferase family 39	0.5539	32	TRUE
HNEAP_RS07640	HNEAP_RS07640	1	NC_013422.1	1658500	1658946	-	NA	GtrA family protein	0.5839	11	TRUE
HNEAP_RS07645	HNEAP_RS07645	1	NC_013422.1	1658939	1659943	-	NA	glycosyltransferase	0.5711	17	TRUE
HNEAP_RS07650	HNEAP_RS07650	1	NC_013422.1	1660300	1661484	+	NA	cyclopropane-fatty-acyl-phospholipid synthase	0.5519	27	TRUE
HNEAP_RS07655	HNEAP_RS07655	1	NC_013422.1	1661547	1661858	-	NA	RnfH family protein	0.5609	4	FALSE
HNEAP_RS07660	HNEAP_RS07660	1	NC_013422.1	1661855	1662313	-	NA	ubiquinone-binding protein	0.5338	9	FALSE
HNEAP_RS07665	HNEAP_RS07665	1	NC_013422.1	1662717	1663193	+	NA	SsrA-binding protein SmpB	0.5325	8	FALSE
HNEAP_RS07670	HNEAP_RS07670	1	NC_013422.1	1663258	1663467	+	NA	hypothetical protein	0.5667	3	TRUE
HNEAP_RS12550	HNEAP_RS12550	1	NC_013422.1	1663570	1664490	+	NA	ArsR family transcriptional regulator	0.5429	14	TRUE
HNEAP_RS07680	HNEAP_RS07680	1	NC_013422.1	1664494	1665504	+	NA	type I glyceraldehyde-3-phosphate dehydrogenase	0.5945	12	TRUE
HNEAP_RS07685	HNEAP_RS07685	1	NC_013422.1	1665533	1666735	+	NA	MFS transporter	0.5777	22	TRUE
HNEAP_RS07690	HNEAP_RS07690	1	NC_013422.1	1667015	1668502	+	NA	hypothetical protein	0.3434	97	TRUE
HNEAP_RS07695	HNEAP_RS07695	1	NC_013422.1	1668495	1668926	+	NA	DUF2492 domain-containing protein	0.3218	30	TRUE
HNEAP_RS07700	HNEAP_RS07700	1	NC_013422.1	1669033	1671099	-	NA	ATP-dependent DNA helicase Rep	0.5931	30	TRUE
HNEAP_RS07705	HNEAP_RS07705	1	NC_013422.1	1671096	1672031	-	NA	EamA/RhaT family transporter	0.5919	15	TRUE
HNEAP_RS07710	HNEAP_RS07710	1	NC_013422.1	1672059	1675982	-	NA	phosphoribosylformylglycinamidine synthase	0.5961	49	FALSE
HNEAP_RS07715	HNEAP_RS07715	1	NC_013422.1	1676186	1676995	+	NA	flagella basal body P-ring formation protein FlgA	0.5358	13	TRUE
HNEAP_RS12270	HNEAP_RS12270	1	NC_013422.1	1677165	1677479	+	NA	flagellar biosynthesis anti-sigma factor FlgM	0.5016	7	TRUE
HNEAP_RS07725	HNEAP_RS07725	1	NC_013422.1	1677476	1678030	+	NA	flagellar protein FlgN	0.5982	5	TRUE
HNEAP_RS07730	HNEAP_RS07730	1	NC_013422.1	1678055	1678618	-	NA	16S rRNA (guanine(966)-N(2))-methyltransferase RsmD	0.5869	9	TRUE
HNEAP_RS07735	HNEAP_RS07735	1	NC_013422.1	1678970	1680145	+	NA	signal recognition particle-docking protein FtsY	0.5765	13	FALSE
HNEAP_RS07740	HNEAP_RS07740	1	NC_013422.1	1680142	1680810	+	NA	cell division ATP-binding protein FtsE	0.5859	8	FALSE
HNEAP_RS07745	HNEAP_RS07745	1	NC_013422.1	1680812	1681795	+	NA	ABC transporter permease	0.5833	17	FALSE
HNEAP_RS07750	HNEAP_RS07750	1	NC_013422.1	1681833	1683056	-	NA	methyl-accepting chemotaxis protein	0.5531	12	TRUE
HNEAP_RS07755	HNEAP_RS07755	1	NC_013422.1	1683171	1684052	+	NA	phytoene synthase	0.5771	13	TRUE
HNEAP_RS07760	HNEAP_RS07760	1	NC_013422.1	1684105	1684860	+	NA	short-chain dehydrogenase/reductase SDR	0.5952	5	FALSE
HNEAP_RS07765	HNEAP_RS07765	1	NC_013422.1	1684903	1685085	+	NA	hypothetical protein	0.5082	6	TRUE
HNEAP_RS07770	HNEAP_RS07770	1	NC_013422.1	1685137	1686609	+	NA	DUF853 domain-containing protein	0.5818	19	TRUE
HNEAP_RS07775	HNEAP_RS07775	1	NC_013422.1	1686876	1689545	+	NA	pyruvate dehydrogenase (acetyl-transferring)  homodimeric type	0.5772	43	FALSE
HNEAP_RS07780	HNEAP_RS07780	1	NC_013422.1	1689625	1690953	+	NA	dihydrolipoyllysine-residue acetyltransferase	0.5854	15	FALSE
HNEAP_RS07785	HNEAP_RS07785	1	NC_013422.1	1690979	1692748	+	NA	dihydrolipoyl dehydrogenase	0.5944	19	FALSE
